id	title	description	link	price	brand	condition	image_link	additional_image_link	mpn	shipping_weight	color	google_product_category	product_type	c:part:string	c:part_year:string	c:part_make:string	c:part_model:string	c:engine:string	c:category:string	c:part_name:string	c:vehicle1:string	c:vehicle2:string	c:vehicle3:string	c:vehicle4:string	material	pattern	shipping	online_only	availability	c:productseries1:string	c:productseries2:string	adwords_redirect	adwords_grouping	adwords_labels	identifier_exists	gtin	custom_label_0	custom_label_1	custom_label_2	custom_label_3	Fit Note	Year Min	Year Max	Brand Type	Design	Series	Submodel	Operation	Location	Product Fit	SKU	Warranty	Emissions	Sales	c:cost_of_goods_sold:decimal	Title LP	Product Details	Old ID	Category	Subcategory
AFE+A152491007	AFE Universal Air Filter cotton gauze	AFE POWER MAGNUMFLOW PRO 5R UNIVERSAL AIR FILTERSWhen Most People Think Of Top-of-the-line Performance Air Filters, AFe Comes To Mind. AFe Power's MagnumFLOW Pro 5R Universal Air Filters Will Last Longer Than Any Factory Paper Filter Out There And Are Guaranteed To Boost Â your Ride's Horsepower Output. Started In 1999, AFe Power Is Known For Its Innovative Design And Manufacturing Standards With Regard To Filters And Cold Air Intakes For Most Road-going Vehicles.Delivers Colossal Gains In Airflow, Horsepower And TorquePrecision-formed With 5 Layers Of Progressive Finer Mesh Cotton Gauze For 98.6% EffectivenessSynthetic Filter Fiber Compound And Built-in Urethane Seal For Firm, No-leak ProtectionLonger Cleaning Intervals Than Paper FiltersUniversal FitmentWashable And Reusable, Easy-to-clean Oiled Performance Filter	http://www.stylintrucks.com/parts/afe_universal_universal_air_filter/AFEUN90404/universalafea152491007-.aspx	77.95 USD	AFE	new	http://cdn.stylincdn.com/is/image/Autos/a152491007_is		24-91007	3.00 lb		Vehicles & Parts > Vehicle Parts & Accessories > Motor Vehicle Parts	Universal Air Filter > Universal > Universal > Universal > A152491007						Air Filters	Universal Air Filter				Replacement Universal Air Filter, Universal Air Filter Parts	cotton gauze		US::Ground:14.99 USD	Y	in stock			http://www.stylintrucks.com/parts/afe_universal_universal_air_filter/AFEUN90404/universalafea152491007-.aspx?scid=iraff				802959240595		Unsold	Stock Ship					Branded		afe power magnumflow pro 5r				universal	A152491007	2-year afe limited warranty		No	73.51 USD	Universal- AFE Universal Air Filterafe Power Magnumflow Pro 5r-cotton Gauze, Washable	AFE POWER MAGNUMFLOW PRO 5R UNIVERSAL AIR FILTERSWhen Most People Think Of Top-of-the-line Performance Air Filters, AFe Comes To Mind. AFe Power's MagnumFLOW Pro 5R Universal Air Filters Will Last Longer Than Any Factory Paper Filter Out There And Are Guaranteed To Boost Â your Ride's Horsepower Output. Started In 1999, AFe Power Is Known For Its Innovative Design And Manufacturing Standards With Regard To Filters And Cold Air Intakes For Most Road-going Vehicles.Delivers Colossal Gains In Airflow, Horsepower And TorquePrecision-formed With 5 Layers Of Progressive Finer Mesh Cotton Gauze For 98.6% EffectivenessSynthetic Filter Fiber Compound And Built-in Urethane Seal For Firm, No-leak ProtectionLonger Cleaning Intervals Than Paper FiltersUniversal FitmentWashable And Reusable, Easy-to-clean Oiled Performance Filter		Accessory	Air Filters & Intake Systems
AFE+A152491009	AFE Universal Air Filter cotton gauze	AFE POWER MAGNUMFLOW PRO 5R UNIVERSAL AIR FILTERSWhen Most People Think Of Top-of-the-line Performance Air Filters, AFe Comes To Mind. AFe Power's MagnumFLOW Pro 5R Universal Air Filters Will Last Longer Than Any Factory Paper Filter Out There And Are Guaranteed To Boost Â your Ride's Horsepower Output. Started In 1999, AFe Power Is Known For Its Innovative Design And Manufacturing Standards With Regard To Filters And Cold Air Intakes For Most Road-going Vehicles.Delivers Colossal Gains In Airflow, Horsepower And TorquePrecision-formed With 5 Layers Of Progressive Finer Mesh Cotton Gauze For 98.6% EffectivenessSynthetic Filter Fiber Compound And Built-in Urethane Seal For Firm, No-leak ProtectionLonger Cleaning Intervals Than Paper FiltersUniversal FitmentWashable And Reusable, Easy-to-clean Oiled Performance Filter	http://www.stylintrucks.com/parts/afe_universal_universal_air_filter/AFEUN90404/universalafea152491009-.aspx	77.95 USD	AFE	new	http://cdn.stylincdn.com/is/image/Autos/a152491009_is		24-91009	3.00 lb		Vehicles & Parts > Vehicle Parts & Accessories > Motor Vehicle Parts	Universal Air Filter > Universal > Universal > Universal > A152491009						Air Filters	Universal Air Filter				Replacement Universal Air Filter, Universal Air Filter Parts	cotton gauze		US::Ground:14.99 USD	Y	in stock			http://www.stylintrucks.com/parts/afe_universal_universal_air_filter/AFEUN90404/universalafea152491009-.aspx?scid=iraff				802959240618		Unsold	Stock Ship					Branded		afe power magnumflow pro 5r				universal	A152491009	2-year afe limited warranty		No	73.63 USD	Universal- AFE Universal Air Filterafe Power Magnumflow Pro 5r-cotton Gauze, Washable	AFE POWER MAGNUMFLOW PRO 5R UNIVERSAL AIR FILTERSWhen Most People Think Of Top-of-the-line Performance Air Filters, AFe Comes To Mind. AFe Power's MagnumFLOW Pro 5R Universal Air Filters Will Last Longer Than Any Factory Paper Filter Out There And Are Guaranteed To Boost Â your Ride's Horsepower Output. Started In 1999, AFe Power Is Known For Its Innovative Design And Manufacturing Standards With Regard To Filters And Cold Air Intakes For Most Road-going Vehicles.Delivers Colossal Gains In Airflow, Horsepower And TorquePrecision-formed With 5 Layers Of Progressive Finer Mesh Cotton Gauze For 98.6% EffectivenessSynthetic Filter Fiber Compound And Built-in Urethane Seal For Firm, No-leak ProtectionLonger Cleaning Intervals Than Paper FiltersUniversal FitmentWashable And Reusable, Easy-to-clean Oiled Performance Filter		Accessory	Air Filters & Intake Systems
AFE+A152491018	AFE Universal Air Filter cotton gauze	AFE POWER MAGNUMFLOW PRO 5R UNIVERSAL AIR FILTERSWhen Most People Think Of Top-of-the-line Performance Air Filters, AFe Comes To Mind. AFe Power's MagnumFLOW Pro 5R Universal Air Filters Will Last Longer Than Any Factory Paper Filter Out There And Are Guaranteed To Boost Â your Ride's Horsepower Output. Started In 1999, AFe Power Is Known For Its Innovative Design And Manufacturing Standards With Regard To Filters And Cold Air Intakes For Most Road-going Vehicles.Delivers Colossal Gains In Airflow, Horsepower And TorquePrecision-formed With 5 Layers Of Progressive Finer Mesh Cotton Gauze For 98.6% EffectivenessSynthetic Filter Fiber Compound And Built-in Urethane Seal For Firm, No-leak ProtectionLonger Cleaning Intervals Than Paper FiltersUniversal FitmentWashable And Reusable, Easy-to-clean Oiled Performance Filter	http://www.stylintrucks.com/parts/afe_universal_universal_air_filter/AFEUN90404/universalafea152491018-.aspx	87.95 USD	AFE	new	http://cdn.stylincdn.com/is/image/Autos/a152491018_is		24-91018	4.00 lb		Vehicles & Parts > Vehicle Parts & Accessories > Motor Vehicle Parts	Universal Air Filter > Universal > Universal > Universal > A152491018						Air Filters	Universal Air Filter				Replacement Universal Air Filter, Universal Air Filter Parts	cotton gauze		US::Ground:14.99 USD	Y	in stock			http://www.stylintrucks.com/parts/afe_universal_universal_air_filter/AFEUN90404/universalafea152491018-.aspx?scid=iraff				802959242148		Slow	Stock Ship					Branded		afe power magnumflow pro 5r				universal	A152491018	2-year afe limited warranty		No	81.18 USD	Universal- AFE Universal Air Filterafe Power Magnumflow Pro 5r-cotton Gauze, Washable	AFE POWER MAGNUMFLOW PRO 5R UNIVERSAL AIR FILTERSWhen Most People Think Of Top-of-the-line Performance Air Filters, AFe Comes To Mind. AFe Power's MagnumFLOW Pro 5R Universal Air Filters Will Last Longer Than Any Factory Paper Filter Out There And Are Guaranteed To Boost Â your Ride's Horsepower Output. Started In 1999, AFe Power Is Known For Its Innovative Design And Manufacturing Standards With Regard To Filters And Cold Air Intakes For Most Road-going Vehicles.Delivers Colossal Gains In Airflow, Horsepower And TorquePrecision-formed With 5 Layers Of Progressive Finer Mesh Cotton Gauze For 98.6% EffectivenessSynthetic Filter Fiber Compound And Built-in Urethane Seal For Firm, No-leak ProtectionLonger Cleaning Intervals Than Paper FiltersUniversal FitmentWashable And Reusable, Easy-to-clean Oiled Performance Filter		Accessory	Air Filters & Intake Systems
AFE+A152491021	AFE Universal Air Filter cotton gauze	AFE POWER MAGNUMFLOW PRO 5R UNIVERSAL AIR FILTERSWhen Most People Think Of Top-of-the-line Performance Air Filters, AFe Comes To Mind. AFe Power's MagnumFLOW Pro 5R Universal Air Filters Will Last Longer Than Any Factory Paper Filter Out There And Are Guaranteed To Boost Â your Ride's Horsepower Output. Started In 1999, AFe Power Is Known For Its Innovative Design And Manufacturing Standards With Regard To Filters And Cold Air Intakes For Most Road-going Vehicles.Delivers Colossal Gains In Airflow, Horsepower And TorquePrecision-formed With 5 Layers Of Progressive Finer Mesh Cotton Gauze For 98.6% EffectivenessSynthetic Filter Fiber Compound And Built-in Urethane Seal For Firm, No-leak ProtectionLonger Cleaning Intervals Than Paper FiltersUniversal FitmentWashable And Reusable, Easy-to-clean Oiled Performance Filter	http://www.stylintrucks.com/parts/afe_universal_universal_air_filter/AFEUN90404/universalafea152491021-.aspx	71.95 USD	AFE	new	http://cdn.stylincdn.com/is/image/Autos/a152491021_is		24-91021	3.00 lb		Vehicles & Parts > Vehicle Parts & Accessories > Motor Vehicle Parts	Universal Air Filter > Universal > Universal > Universal > A152491021						Air Filters	Universal Air Filter				Replacement Universal Air Filter, Universal Air Filter Parts	cotton gauze		US::Ground:11.99 USD	Y	in stock			http://www.stylintrucks.com/parts/afe_universal_universal_air_filter/AFEUN90404/universalafea152491021-.aspx?scid=iraff				802959242308		Unsold	Stock Ship					Branded		afe power magnumflow pro 5r				universal	A152491021	2-year afe limited warranty		No	68.79 USD	Universal- AFE Universal Air Filterafe Power Magnumflow Pro 5r-cotton Gauze, Washable	AFE POWER MAGNUMFLOW PRO 5R UNIVERSAL AIR FILTERSWhen Most People Think Of Top-of-the-line Performance Air Filters, AFe Comes To Mind. AFe Power's MagnumFLOW Pro 5R Universal Air Filters Will Last Longer Than Any Factory Paper Filter Out There And Are Guaranteed To Boost Â your Ride's Horsepower Output. Started In 1999, AFe Power Is Known For Its Innovative Design And Manufacturing Standards With Regard To Filters And Cold Air Intakes For Most Road-going Vehicles.Delivers Colossal Gains In Airflow, Horsepower And TorquePrecision-formed With 5 Layers Of Progressive Finer Mesh Cotton Gauze For 98.6% EffectivenessSynthetic Filter Fiber Compound And Built-in Urethane Seal For Firm, No-leak ProtectionLonger Cleaning Intervals Than Paper FiltersUniversal FitmentWashable And Reusable, Easy-to-clean Oiled Performance Filter		Accessory	Air Filters & Intake Systems
AFE+A152491026	AFE Universal Air Filter cotton gauze	AFE POWER MAGNUMFLOW PRO 5R UNIVERSAL AIR FILTERSWhen Most People Think Of Top-of-the-line Performance Air Filters, AFe Comes To Mind. AFe Power's MagnumFLOW Pro 5R Universal Air Filters Will Last Longer Than Any Factory Paper Filter Out There And Are Guaranteed To Boost Â your Ride's Horsepower Output. Started In 1999, AFe Power Is Known For Its Innovative Design And Manufacturing Standards With Regard To Filters And Cold Air Intakes For Most Road-going Vehicles.Delivers Colossal Gains In Airflow, Horsepower And TorquePrecision-formed With 5 Layers Of Progressive Finer Mesh Cotton Gauze For 98.6% EffectivenessSynthetic Filter Fiber Compound And Built-in Urethane Seal For Firm, No-leak ProtectionLonger Cleaning Intervals Than Paper FiltersUniversal FitmentWashable And Reusable, Easy-to-clean Oiled Performance Filter	http://www.stylintrucks.com/parts/afe_universal_universal_air_filter/AFEUN90404/universalafea152491026-.aspx	93.95 USD	AFE	new	http://cdn.stylincdn.com/is/image/Autos/a152491026_is		24-91026	3.00 lb		Vehicles & Parts > Vehicle Parts & Accessories > Motor Vehicle Parts	Universal Air Filter > Universal > Universal > Universal > A152491026						Air Filters	Universal Air Filter				Replacement Universal Air Filter, Universal Air Filter Parts	cotton gauze		US::Ground:14.99 USD	Y	in stock			http://www.stylintrucks.com/parts/afe_universal_universal_air_filter/AFEUN90404/universalafea152491026-.aspx?scid=iraff				802959242315		Unsold	Stock Ship					Branded		afe power magnumflow pro 5r				universal	A152491026	2-year afe limited warranty		No	86.15 USD	Universal- AFE Universal Air Filterafe Power Magnumflow Pro 5r-cotton Gauze, Washable	AFE POWER MAGNUMFLOW PRO 5R UNIVERSAL AIR FILTERSWhen Most People Think Of Top-of-the-line Performance Air Filters, AFe Comes To Mind. AFe Power's MagnumFLOW Pro 5R Universal Air Filters Will Last Longer Than Any Factory Paper Filter Out There And Are Guaranteed To Boost Â your Ride's Horsepower Output. Started In 1999, AFe Power Is Known For Its Innovative Design And Manufacturing Standards With Regard To Filters And Cold Air Intakes For Most Road-going Vehicles.Delivers Colossal Gains In Airflow, Horsepower And TorquePrecision-formed With 5 Layers Of Progressive Finer Mesh Cotton Gauze For 98.6% EffectivenessSynthetic Filter Fiber Compound And Built-in Urethane Seal For Firm, No-leak ProtectionLonger Cleaning Intervals Than Paper FiltersUniversal FitmentWashable And Reusable, Easy-to-clean Oiled Performance Filter		Accessory	Air Filters & Intake Systems
AFE+A152491029	AFE Universal Air Filter cotton gauze	AFE POWER MAGNUMFLOW PRO 5R UNIVERSAL AIR FILTERSWhen Most People Think Of Top-of-the-line Performance Air Filters, AFe Comes To Mind. AFe Power's MagnumFLOW Pro 5R Universal Air Filters Will Last Longer Than Any Factory Paper Filter Out There And Are Guaranteed To Boost Â your Ride's Horsepower Output. Started In 1999, AFe Power Is Known For Its Innovative Design And Manufacturing Standards With Regard To Filters And Cold Air Intakes For Most Road-going Vehicles.Delivers Colossal Gains In Airflow, Horsepower And TorquePrecision-formed With 5 Layers Of Progressive Finer Mesh Cotton Gauze For 98.6% EffectivenessSynthetic Filter Fiber Compound And Built-in Urethane Seal For Firm, No-leak ProtectionLonger Cleaning Intervals Than Paper FiltersUniversal FitmentWashable And Reusable, Easy-to-clean Oiled Performance Filter	http://www.stylintrucks.com/parts/afe_universal_universal_air_filter/AFEUN90404/universalafea152491029-.aspx	77.95 USD	AFE	new	http://cdn.stylincdn.com/is/image/Autos/a152491029_is		24-91029	3.00 lb		Vehicles & Parts > Vehicle Parts & Accessories > Motor Vehicle Parts	Universal Air Filter > Universal > Universal > Universal > A152491029						Air Filters	Universal Air Filter				Replacement Universal Air Filter, Universal Air Filter Parts	cotton gauze		US::Ground:14.99 USD	Y	in stock			http://www.stylintrucks.com/parts/afe_universal_universal_air_filter/AFEUN90404/universalafea152491029-.aspx?scid=iraff				802959242353		Unsold	Stock Ship					Branded		afe power magnumflow pro 5r				universal	A152491029	2-year afe limited warranty		No	73.51 USD	Universal- AFE Universal Air Filterafe Power Magnumflow Pro 5r-cotton Gauze, Washable	AFE POWER MAGNUMFLOW PRO 5R UNIVERSAL AIR FILTERSWhen Most People Think Of Top-of-the-line Performance Air Filters, AFe Comes To Mind. AFe Power's MagnumFLOW Pro 5R Universal Air Filters Will Last Longer Than Any Factory Paper Filter Out There And Are Guaranteed To Boost Â your Ride's Horsepower Output. Started In 1999, AFe Power Is Known For Its Innovative Design And Manufacturing Standards With Regard To Filters And Cold Air Intakes For Most Road-going Vehicles.Delivers Colossal Gains In Airflow, Horsepower And TorquePrecision-formed With 5 Layers Of Progressive Finer Mesh Cotton Gauze For 98.6% EffectivenessSynthetic Filter Fiber Compound And Built-in Urethane Seal For Firm, No-leak ProtectionLonger Cleaning Intervals Than Paper FiltersUniversal FitmentWashable And Reusable, Easy-to-clean Oiled Performance Filter		Accessory	Air Filters & Intake Systems
AFE+A152491031	AFE Universal Air Filter cotton gauze	AFE POWER MAGNUMFLOW PRO 5R UNIVERSAL AIR FILTERSWhen Most People Think Of Top-of-the-line Performance Air Filters, AFe Comes To Mind. AFe Power's MagnumFLOW Pro 5R Universal Air Filters Will Last Longer Than Any Factory Paper Filter Out There And Are Guaranteed To Boost Â your Ride's Horsepower Output. Started In 1999, AFe Power Is Known For Its Innovative Design And Manufacturing Standards With Regard To Filters And Cold Air Intakes For Most Road-going Vehicles.Delivers Colossal Gains In Airflow, Horsepower And TorquePrecision-formed With 5 Layers Of Progressive Finer Mesh Cotton Gauze For 98.6% EffectivenessSynthetic Filter Fiber Compound And Built-in Urethane Seal For Firm, No-leak ProtectionLonger Cleaning Intervals Than Paper FiltersUniversal FitmentWashable And Reusable, Easy-to-clean Oiled Performance Filter	http://www.stylintrucks.com/parts/afe_universal_universal_air_filter/AFEUN90404/universalafea152491031-.aspx	71.95 USD	AFE	new	http://cdn.stylincdn.com/is/image/Autos/a152491031_is		24-91031	3.00 lb		Vehicles & Parts > Vehicle Parts & Accessories > Motor Vehicle Parts	Universal Air Filter > Universal > Universal > Universal > A152491031						Air Filters	Universal Air Filter				Replacement Universal Air Filter, Universal Air Filter Parts	cotton gauze		US::Ground:11.99 USD	Y	in stock			http://www.stylintrucks.com/parts/afe_universal_universal_air_filter/AFEUN90404/universalafea152491031-.aspx?scid=iraff				802959242377		Slow	Stock Ship					Branded		afe power magnumflow pro 5r				universal	A152491031	2-year afe limited warranty		No	68.45 USD	Universal- AFE Universal Air Filterafe Power Magnumflow Pro 5r-cotton Gauze, Washable	AFE POWER MAGNUMFLOW PRO 5R UNIVERSAL AIR FILTERSWhen Most People Think Of Top-of-the-line Performance Air Filters, AFe Comes To Mind. AFe Power's MagnumFLOW Pro 5R Universal Air Filters Will Last Longer Than Any Factory Paper Filter Out There And Are Guaranteed To Boost Â your Ride's Horsepower Output. Started In 1999, AFe Power Is Known For Its Innovative Design And Manufacturing Standards With Regard To Filters And Cold Air Intakes For Most Road-going Vehicles.Delivers Colossal Gains In Airflow, Horsepower And TorquePrecision-formed With 5 Layers Of Progressive Finer Mesh Cotton Gauze For 98.6% EffectivenessSynthetic Filter Fiber Compound And Built-in Urethane Seal For Firm, No-leak ProtectionLonger Cleaning Intervals Than Paper FiltersUniversal FitmentWashable And Reusable, Easy-to-clean Oiled Performance Filter		Accessory	Air Filters & Intake Systems
AFE+A152491032	AFE Universal Air Filter cotton gauze	AFE POWER MAGNUMFLOW PRO 5R UNIVERSAL AIR FILTERSWhen Most People Think Of Top-of-the-line Performance Air Filters, AFe Comes To Mind. AFe Power's MagnumFLOW Pro 5R Universal Air Filters Will Last Longer Than Any Factory Paper Filter Out There And Are Guaranteed To Boost Â your Ride's Horsepower Output. Started In 1999, AFe Power Is Known For Its Innovative Design And Manufacturing Standards With Regard To Filters And Cold Air Intakes For Most Road-going Vehicles.Delivers Colossal Gains In Airflow, Horsepower And TorquePrecision-formed With 5 Layers Of Progressive Finer Mesh Cotton Gauze For 98.6% EffectivenessSynthetic Filter Fiber Compound And Built-in Urethane Seal For Firm, No-leak ProtectionLonger Cleaning Intervals Than Paper FiltersUniversal FitmentWashable And Reusable, Easy-to-clean Oiled Performance Filter	http://www.stylintrucks.com/parts/afe_universal_universal_air_filter/AFEUN90404/universalafea152491032-.aspx	87.95 USD	AFE	new	http://cdn.stylincdn.com/is/image/Autos/a152491032_is		24-91032	3.00 lb		Vehicles & Parts > Vehicle Parts & Accessories > Motor Vehicle Parts	Universal Air Filter > Universal > Universal > Universal > A152491032						Air Filters	Universal Air Filter				Replacement Universal Air Filter, Universal Air Filter Parts	cotton gauze		US::Ground:14.99 USD	Y	in stock			http://www.stylintrucks.com/parts/afe_universal_universal_air_filter/AFEUN90404/universalafea152491032-.aspx?scid=iraff				802959242445		Unsold	Stock Ship					Branded		afe power magnumflow pro 5r				universal	A152491032	2-year afe limited warranty		No	80.86 USD	Universal- AFE Universal Air Filterafe Power Magnumflow Pro 5r-cotton Gauze, Washable	AFE POWER MAGNUMFLOW PRO 5R UNIVERSAL AIR FILTERSWhen Most People Think Of Top-of-the-line Performance Air Filters, AFe Comes To Mind. AFe Power's MagnumFLOW Pro 5R Universal Air Filters Will Last Longer Than Any Factory Paper Filter Out There And Are Guaranteed To Boost Â your Ride's Horsepower Output. Started In 1999, AFe Power Is Known For Its Innovative Design And Manufacturing Standards With Regard To Filters And Cold Air Intakes For Most Road-going Vehicles.Delivers Colossal Gains In Airflow, Horsepower And TorquePrecision-formed With 5 Layers Of Progressive Finer Mesh Cotton Gauze For 98.6% EffectivenessSynthetic Filter Fiber Compound And Built-in Urethane Seal For Firm, No-leak ProtectionLonger Cleaning Intervals Than Paper FiltersUniversal FitmentWashable And Reusable, Easy-to-clean Oiled Performance Filter		Accessory	Air Filters & Intake Systems
AFE+A152491035	AFE Universal Air Filter cotton gauze	AFE POWER MAGNUMFLOW PRO 5R UNIVERSAL AIR FILTERSWhen Most People Think Of Top-of-the-line Performance Air Filters, AFe Comes To Mind. AFe Power's MagnumFLOW Pro 5R Universal Air Filters Will Last Longer Than Any Factory Paper Filter Out There And Are Guaranteed To Boost Â your Ride's Horsepower Output. Started In 1999, AFe Power Is Known For Its Innovative Design And Manufacturing Standards With Regard To Filters And Cold Air Intakes For Most Road-going Vehicles.Delivers Colossal Gains In Airflow, Horsepower And TorquePrecision-formed With 5 Layers Of Progressive Finer Mesh Cotton Gauze For 98.6% EffectivenessSynthetic Filter Fiber Compound And Built-in Urethane Seal For Firm, No-leak ProtectionLonger Cleaning Intervals Than Paper FiltersUniversal FitmentWashable And Reusable, Easy-to-clean Oiled Performance Filter	http://www.stylintrucks.com/parts/afe_universal_universal_air_filter/AFEUN90404/universalafea152491035-.aspx	71.95 USD	AFE	new	http://cdn.stylincdn.com/is/image/Autos/a152491035_is		24-91035	3.00 lb		Vehicles & Parts > Vehicle Parts & Accessories > Motor Vehicle Parts	Universal Air Filter > Universal > Universal > Universal > A152491035						Air Filters	Universal Air Filter				Replacement Universal Air Filter, Universal Air Filter Parts	cotton gauze		US::Ground:11.99 USD	Y	in stock			http://www.stylintrucks.com/parts/afe_universal_universal_air_filter/AFEUN90404/universalafea152491035-.aspx?scid=iraff				802959242452		Unsold	Stock Ship					Branded		afe power magnumflow pro 5r				universal	A152491035	2-year afe limited warranty		No	68.79 USD	Universal- AFE Universal Air Filterafe Power Magnumflow Pro 5r-cotton Gauze, Washable	AFE POWER MAGNUMFLOW PRO 5R UNIVERSAL AIR FILTERSWhen Most People Think Of Top-of-the-line Performance Air Filters, AFe Comes To Mind. AFe Power's MagnumFLOW Pro 5R Universal Air Filters Will Last Longer Than Any Factory Paper Filter Out There And Are Guaranteed To Boost Â your Ride's Horsepower Output. Started In 1999, AFe Power Is Known For Its Innovative Design And Manufacturing Standards With Regard To Filters And Cold Air Intakes For Most Road-going Vehicles.Delivers Colossal Gains In Airflow, Horsepower And TorquePrecision-formed With 5 Layers Of Progressive Finer Mesh Cotton Gauze For 98.6% EffectivenessSynthetic Filter Fiber Compound And Built-in Urethane Seal For Firm, No-leak ProtectionLonger Cleaning Intervals Than Paper FiltersUniversal FitmentWashable And Reusable, Easy-to-clean Oiled Performance Filter		Accessory	Air Filters & Intake Systems
AFE+2810013AFE	AFE Pre-Filter black nylon	2x 72-35035 2x 72-40035	http://www.stylintrucks.com/parts/afe_universal_pre-filter/23897/universalafea152810013-.aspx	27.95 USD	AFE	new	http://cdn.stylincdn.com/is/image/Autos/a152810013_is		28-10013	1.00 lb	black	Vehicles & Parts > Vehicle Parts & Accessories > Motor Vehicle Parts > Air Intake Parts	Pre-Filter > Universal > Universal > Universal > 2810013AFE						Cold Air Intakes & Accessories	Pre-Filter				Replacement Pre-Filter, Pre-Filter Parts	nylon		US::Ground:7.99 USD	Y	in stock			http://www.stylintrucks.com/parts/afe_universal_pre-filter/23897/universalafea152810013-.aspx?scid=iraff				802959280157		Unsold	Stock Ship					Branded		afe power magnum shield				universal	2810013AFE	2-year afe limited warranty		No	30.78 USD	Universal- AFE Pre-Filterafe Power Magnum Shield-black, Nylon	2x 72-35035 2x 72-40035		Air Intake	Air Filters & Intake Systems
